X,0,143.82,Y,1,-90.45,Z,2,-81.63,H,3,337.80
X,0,156.00,Y,1,-80.45,Z,2,-36.43,H,3,342.69
X,0,162.27,Y,1,-80.36,Z,2,-1.02,H,3,343.62
X,0,155.18,Y,1,-79.64,Z,2,21.73,H,3,342.80
X,0,142.55,Y,1,-81.55,Z,2,25.31,H,3,340.20
X,0,125.00,Y,1,-89.82,Z,2,25.71,H,3,334.27
X,0,117.45,Y,1,-103.73,Z,2,6.12,H,3,328.52
X,0,113.00,Y,1,-106.91,Z,2,1.43,H,3,326.56
X,0,106.55,Y,1,-116.45,Z,2,-7.65,H,3,322.43
X,0,105.00,Y,1,-122.73,Z,2,-12.55,H,3,320.52
X,0,109.36,Y,1,-129.73,Z,2,-21.94,H,3,320.10
X,0,113.55,Y,1,-131.45,Z,2,-28.88,H,3,320.79
X,0,114.18,Y,1,-128.09,Z,2,-28.57,H,3,321.68
X,0,112.09,Y,1,-119.45,Z,2,-28.78,H,3,323.15
X,0,111.55,Y,1,-117.09,Z,2,-28.16,H,3,323.58
X,0,113.64,Y,1,-116.27,Z,2,-27.24,H,3,324.31
X,0,116.91,Y,1,-116.64,Z,2,-30.31,H,3,325.04
X,0,124.18,Y,1,-116.45,Z,2,-32.55,H,3,326.81
X,0,134.00,Y,1,-107.27,Z,2,-38.47,H,3,331.29
X,0,137.82,Y,1,-98.55,Z,2,-36.43,H,3,334.40
X,0,136.82,Y,1,-80.82,Z,2,-34.59,H,3,339.40
X,0,133.45,Y,1,-75.27,Z,2,-31.12,H,3,340.55
X,0,133.82,Y,1,-63.73,Z,2,-30.10,H,3,344.50
X,0,133.64,Y,1,-54.18,Z,2,-29.59,H,3,347.90
X,0,132.91,Y,1,-49.91,Z,2,-29.18,H,3,349.39
X,0,132.82,Y,1,-42.09,Z,2,-31.53,H,3,352.39
X,0,132.18,Y,1,-37.73,Z,2,-32.04,H,3,354.04
X,0,129.73,Y,1,-30.27,Z,2,-33.27,H,3,356.83
X,0,125.91,Y,1,-22.73,Z,2,-39.39,H,3,359.74
X,0,122.73,Y,1,-19.73,Z,2,-39.80,H,3,0.84
X,0,116.82,Y,1,-13.45,Z,2,-37.96,H,3,3.40
X,0,113.91,Y,1,-9.73,Z,2,-34.18,H,3,5.09
X,0,106.45,Y,1,-0.73,Z,2,-34.69,H,3,9.58
X,0,100.18,Y,1,8.36,Z,2,-33.37,H,3,14.74
X,0,96.91,Y,1,11.27,Z,2,-31.84,H,3,16.60
X,0,93.36,Y,1,15.45,Z,2,-28.67,H,3,19.37
X,0,92.73,Y,1,17.64,Z,2,-27.65,H,3,20.74
X,0,93.73,Y,1,25.27,Z,2,-28.98,H,3,25.06
X,0,88.64,Y,1,32.91,Z,2,-29.49,H,3,30.34
X,0,83.36,Y,1,35.36,Z,2,-28.88,H,3,32.96
X,0,74.91,Y,1,37.27,Z,2,-27.86,H,3,36.42
X,0,71.91,Y,1,39.18,Z,2,-27.45,H,3,38.55
X,0,66.09,Y,1,43.00,Z,2,-26.63,H,3,43.02
X,0,63.45,Y,1,44.73,Z,2,-26.02,H,3,45.15
X,0,60.27,Y,1,47.64,Z,2,-24.49,H,3,48.29
X,0,54.73,Y,1,48.18,Z,2,-22.96,H,3,51.33
X,0,51.73,Y,1,47.82,Z,2,-22.04,H,3,52.72
X,0,42.82,Y,1,45.82,Z,2,-21.94,H,3,56.91
X,0,37.82,Y,1,44.91,Z,2,-23.47,H,3,59.87
X,0,31.09,Y,1,43.36,Z,2,-22.86,H,3,64.33
X,0,26.91,Y,1,41.91,Z,2,-20.71,H,3,67.27
X,0,24.09,Y,1,41.27,Z,2,-20.00,H,3,69.70
X,0,18.27,Y,1,39.82,Z,2,-18.78,H,3,75.32
X,0,15.73,Y,1,39.73,Z,2,-19.39,H,3,78.37
X,0,10.00,Y,1,40.00,Z,2,-20.92,H,3,85.93
X,0,4.73,Y,1,38.27,Z,2,-19.90,H,3,92.93
X,0,3.09,Y,1,37.45,Z,2,-19.59,H,3,95.25
X,0,-1.09,Y,1,36.00,Z,2,-19.39,H,3,101.71
X,0,-3.09,Y,1,35.18,Z,2,-18.78,H,3,104.99
X,0,-7.91,Y,1,33.45,Z,2,-17.35,H,3,113.27
X,0,-15.36,Y,1,30.82,Z,2,-13.47,H,3,126.47
X,0,-16.73,Y,1,30.82,Z,2,-13.16,H,3,128.46
